dauid,int_d,dwl_d,z_int_d,z_dwl_d,ale_index,ale_class
35180231,31.700001,785.40002,0.2620497,-0.073323131,0.18872657,2
35180232,34,815.90002,0.37259036,-0.046323501,0.32626686,2
35180233,31.1,832.20001,0.23321301,-0.031894192,0.20131882,2
35180234,33,813.5,0.3245292,-0.048448063,0.27608114,2
35180235,32.700001,912.79999,0.31011084,0.039455645,0.34956649,3
35180236,36.5,951.59998,0.49274325,0.07380271,0.56654596,3
35180237,37.200001,907.70001,0.52638602,0.034940951,0.56132698,3
35180238,31.4,880.5,0.24763136,0.010862595,0.25849396,3
35180239,27.5,808.70001,0.060192849,-0.052697182,0.007495665,2
35180240,29.799999,818.29999,0.1707335,-0.044198941,0.12653457,2
35180241,25.299999,711.70001,-0.045541693,-0.13856485,-0.18410654,2
35180242,24,645.70001,-0.10802119,-0.19699027,-0.30501145,2
35180243,25.9,625.09998,-0.016704999,-0.21522608,-0.23193109,2
35180244,22.1,665.59998,-0.19933739,-0.17937413,-0.37871152,2
35180245,23.700001,720.29999,-0.12243954,-0.13095184,-0.25339139,2
35180248,11.2,377.10001,-0.72320396,-0.43476403,-1.157968,2
35180249,21.799999,627.29999,-0.21375573,-0.21327858,-0.42703432,2
35180250,30.4,861.70001,0.19957019,-0.005779798,0.19379039,3
35180251,21.5,755.90002,-0.22817408,-0.09943752,-0.3276116,2
35180252,44.5,1085,0.87723249,0.19189288,1.0691254,3
35180253,44.5,875.20001,0.87723249,0.006170856,0.8834033,3
35180254,52.5,1026,1.2617217,0.1396641,1.4013858,3
35180255,55.700001,1076.2,1.4155174,0.18410283,1.5996202,3
35180256,52.200001,1183.1,1.2473034,0.2787343,1.5260377,3
35180257,49.700001,1170.8,1.1271505,0.26784593,1.3949964,3
35180258,46.400002,1169.1,0.96854866,0.26634103,1.2348897,3
35180259,42.599998,1142.2,0.78591627,0.24252824,1.0284445,3
35180260,48.700001,1172.6,1.0790893,0.26943934,1.3485286,3
35180261,48.700001,1118.1,1.0790893,0.22119412,1.3002834,3
35180262,51.900002,1143.8,1.232885,0.24394462,1.4768296,3
35180263,49.299999,990.5,1.107926,0.1082383,1.2161644,3
35180264,50.900002,1022.5,1.1848239,0.13656577,1.3213897,3
35180265,51.900002,1020.2,1.232885,0.13452974,1.3674147,3
35180266,37.799999,836.40002,0.55522275,-0.028176211,0.5270465,3
35180272,29.1,714.70001,0.1370907,-0.13590916,0.001181546,2
35180273,44.799999,865.5,0.8916508,-0.00241591,0.8892349,3
35180274,33.299999,599.59998,0.33894753,-0.23779954,0.10114799,2
35180275,34.599998,586.90002,0.40142703,-0.24904202,0.15238503,2
35180276,29.1,476.79999,0.1370907,-0.34650624,-0.20941554,2
35180277,27.5,533.09998,0.060192849,-0.29666758,-0.23647474,2
35180284,19.5,442,-0.32429639,-0.37731236,-0.70160878,2
35180285,29.5,601.09998,0.15631516,-0.2364717,-0.080156535,2
35180286,38.400002,776.40002,0.58405942,-0.08129023,0.50276917,2
35180287,38.400002,872.70001,0.58405942,0.003957772,0.58801723,3
35180290,35.900002,981.20001,0.46390656,0.10000563,0.56391215,3
35180291,29.5,844.90002,0.15631516,-0.020651724,0.13566343,3
35180292,27.200001,830.29999,0.045774501,-0.033576135,0.012198366,2
35180293,32.700001,978.59998,0.31011084,0.097704016,0.40781486,3
35180294,37.200001,1086.4,0.52638602,0.19313221,0.71951824,3
35180295,38.099998,1166,0.56964111,0.2635968,0.83323789,3
35180296,33.599998,1055.5,0.3533659,0.16577849,0.51914436,3
35180297,32,943.70001,0.27646804,0.066809364,0.34327739,3
35180298,29.5,898.40002,0.15631516,0.026708279,0.18302344,3
35180299,28.799999,849.09998,0.12267235,-0.016933743,0.1057386,3
35180300,25.6,778.29999,-0.031123346,-0.079608284,-0.11073163,2
35180301,29.5,965.70001,0.15631516,0.086284503,0.24259967,3
35180302,34.299999,1094.7,0.3870087,0.20047964,0.58748835,3
35180303,36.5,1040.8,0.49274325,0.15276556,0.64550877,3
35180304,34.900002,873.5,0.41584539,0.004665959,0.42051136,3
35180305,34.900002,874.79999,0.41584539,0.005816763,0.42166215,3
35180306,34.299999,915.29999,0.3870087,0.041668728,0.42867744,3
35180307,32.700001,850.90002,0.31011084,-0.015340322,0.29477054,3
35180309,31.4,826.59998,0.24763136,-0.036851499,0.21077985,2
35180310,25.9,774.09998,-0.016704999,-0.083326273,-0.10003127,2
35180311,23.1,656.40002,-0.15127623,-0.18751827,-0.3387945,2
35180312,8.3000002,202.8,-0.86258131,-0.58906025,-1.4516416,1
35180313,29.200001,787.79999,0.14189681,-0.071198568,0.070698246,2
35180314,28.799999,597.70001,0.12267235,-0.23948149,-0.11680914,2
35180315,29.200001,549.40002,0.14189681,-0.28223827,-0.14034146,2
35180316,34,698.29999,0.37259036,-0.15042698,0.22216336,2
35180317,36.799999,795.20001,0.50716156,-0.064647838,0.44251373,2
35180318,39.400002,936.5,0.63212061,0.060435683,0.69255626,3
35180319,33.299999,1007,0.33894753,0.12284465,0.4617922,3
35180320,31.1,1393.5,0.23321301,0.46498749,0.69820046,3
35180321,29.5,1521.4,0.15631516,0.57820886,0.73452401,3
35180322,29.5,1429.3,0.15631516,0.49667883,0.65299398,3
35180324,29.5,901.90002,0.15631516,0.029806595,0.18612175,3
35180325,24.700001,1364,-0.074378386,0.43887308,0.36449468,3
35180326,17.9,692,-0.40119424,-0.15600395,-0.55719817,2
35180327,18.299999,833.20001,-0.38196978,-0.031008959,-0.41297874,2
35180328,24,1350.7,-0.10802119,0.42709947,0.31907827,3
35180329,19.9,1164,-0.30507192,0.26182634,-0.043245584,3
35180330,38.099998,824.70001,0.56964111,-0.038533445,0.53110766,2
35180331,47.700001,995.09998,1.0310282,0.11231037,1.1433386,3
35180332,26.9,846.20001,0.031356156,-0.019500921,0.011855235,3
35180333,34.299999,1034.2,0.3870087,0.14692301,0.53393173,3
35180334,25.299999,766.09998,-0.045541693,-0.090408139,-0.13594984,2
35180335,26.6,858.29999,0.016937809,-0.008789593,0.008148216,3
35180336,34.599998,848.40002,0.40142703,-0.017553406,0.38387364,3
35180337,33,848.70001,0.3245292,-0.017287835,0.30724135,3
35180338,36.5,851.5,0.49274325,-0.014809182,0.47793406,3
35180339,31.4,771.70001,0.24763136,-0.085450828,0.16218053,2
35180340,25.6,611,-0.031123346,-0.22770788,-0.25883123,2
35180342,24.299999,602,-0.093602844,-0.23567499,-0.32927784,2
35180343,28.5,641.5,0.108254,-0.20070826,-0.092454255,2
35180344,31.1,742.79999,0.23321301,-0.11103408,0.12217892,2
35180345,39.400002,1024.7,0.63212061,0.1385133,0.77063388,3
35180346,39.099998,984.79999,0.61770225,0.10319247,0.72089469,3
35180347,34,944.70001,0.37259036,0.067694597,0.44028494,3
35180348,28.200001,795.29999,0.093835659,-0.064559318,0.029276341,2
35180350,26.6,544.09998,0.016937809,-0.28693002,-0.2699922,2
35180351,26.9,568.90002,0.031356156,-0.26497623,-0.23362006,2
35180352,19.200001,390.89999,-0.33871475,-0.42254782,-0.76126254,2
35180354,20.200001,392.89999,-0.29065359,-0.42077735,-0.71143091,2
35180356,1.9,88.599998,-1.1701727,-0.69015396,-1.8603266,1
35180357,10.6,325.10001,-0.75204068,-0.48079619,-1.2328368,2
35180358,29.1,694.79999,0.1370907,-0.15352529,-0.016434604,2
35180359,37.799999,867.20001,0.55522275,-0.000911013,0.55431175,3
35180360,37.200001,967.20001,0.52638602,0.087612353,0.61399841,3
35180361,31.700001,803.79999,0.2620497,-0.057034828,0.20501487,2
35180362,31.4,777.5,0.24763136,-0.080316477,0.16731487,2
35180363,37.799999,942.29999,0.55522275,0.065570034,0.62079275,3
35180364,38.099998,929,0.56964111,0.053796429,0.62343752,3
35180365,40.700001,1006.6,0.69460011,0.12249056,0.81709063,3
35180366,41.599998,1081.7,0.73785514,0.18897161,0.92682672,3
35180367,42.299999,1033.5,0.77149791,0.14630334,0.91780126,3
35180368,42.299999,1145,0.77149791,0.2450069,1.0165049,3
35180369,42,1230.6,0.7570796,0.3207829,1.0778625,3
35180370,36.200001,1056.7,0.47832489,0.16684076,0.64516568,3
35180371,37.799999,1102.6,0.55522275,0.20747299,0.76269573,3
35180372,30.1,975.70001,0.18515185,0.095136844,0.2802887,3
35180373,38.799999,1139.4,0.60328388,0.2400496,0.84333348,3
35180374,42.900002,1336.3,0.80033463,0.41435212,1.2146868,3
35180375,45.5,1346.4,0.92529362,0.42329296,1.3485866,3
35180380,49.599998,1394.3,1.1223444,0.46569565,1.58804,3
35180381,45.799999,1288.1,0.93971199,0.37168384,1.3113958,3
35180382,43.200001,1077.7,0.814753,0.18543068,1.0001837,3
35180383,36.200001,930.59998,0.47832489,0.055212803,0.53353769,3
35180385,40.400002,1112.1,0.68018174,0.21588272,0.89606446,3
35180386,33,878.20001,0.3245292,0.008826557,0.33335575,3
35180388,45.5,1256.2,0.92529362,0.34344488,1.2687385,3
35180389,41.599998,1170.5,0.73785514,0.26758036,1.0054355,3
35180391,42.299999,1172.1,0.77149791,0.26899675,1.0404947,3
35180392,38.799999,1137.9,0.60328388,0.23872174,0.84200561,3
35180393,43.900002,1220,0.84839576,0.31139943,1.1597952,3
35180394,44.5,1327.2,0.87723249,0.40629649,1.2835289,3
35180397,38.099998,1074.1,0.56964111,0.18224384,0.75188494,3
35180398,40.400002,1114.6,0.68018174,0.21809579,0.89827752,3
35180399,35.200001,907.79999,0.43026373,0.035029475,0.4652932,3
35180400,31.700001,769.79999,0.2620497,-0.087132774,0.17491692,2
35180401,27.5,697.20001,0.060192849,-0.15140074,-0.091207892,2
35180402,25,689.79999,-0.059960037,-0.15795147,-0.21791151,2
35180403,29.1,818.29999,0.1370907,-0.044198941,0.092891753,2
35180404,19.200001,494.20001,-0.33871475,-0.33110318,-0.66981792,2
35180405,27.200001,691.90002,0.045774501,-0.15609248,-0.11031798,2
35180406,19.200001,534.09998,-0.33871475,-0.29578236,-0.63449711,2
35180407,28.200001,723,0.093835659,-0.12856171,-0.034726053,2
35180408,25.299999,712.90002,-0.045541693,-0.13750257,-0.18304425,2
35180409,19.9,631.90002,-0.30507192,-0.20920649,-0.51427841,2
35180410,22.1,604.5,-0.19933739,-0.2334619,-0.43279928,2
35180411,20.799999,626.5,-0.26181689,-0.21398675,-0.47580364,2
35180412,19.5,536.59998,-0.32429639,-0.29356927,-0.61786568,2
35180413,19.5,563.79999,-0.32429639,-0.2694909,-0.59378731,2
35180414,17.6,499.79999,-0.41561258,-0.32614586,-0.74175847,2
35180415,16.700001,489.20001,-0.45886761,-0.33552936,-0.79439694,2
35180416,17.6,565.29999,-0.41561258,-0.26816306,-0.68377566,2
35180417,17.6,568.29999,-0.41561258,-0.26550737,-0.68111992,2
35180418,18.6,601,-0.36755142,-0.23656021,-0.60411167,2
35180419,22.700001,654.29999,-0.1705007,-0.18937726,-0.35987794,2
35180420,2.9000001,106.3,-1.1221116,-0.67448533,-1.7965969,1
35180421,21.1,661.90002,-0.24739854,-0.18264949,-0.43004802,2
35180422,23.1,618.59998,-0.15127623,-0.22098011,-0.37225634,2
35180423,27.200001,774.40002,0.045774501,-0.083060697,-0.037286196,2
35180424,24,1270.2,-0.10802119,0.35583815,0.24781696,3
35180425,28.799999,1231.8,0.12267235,0.32184517,0.44451752,3
35180426,27.200001,857.5,0.045774501,-0.00949778,0.03627672,3
35180427,33.299999,1333.7,0.33894753,0.41205049,0.75099802,3
35180428,34,1235.8,0.37259036,0.32538611,0.69797647,3
35180429,33.299999,1074.2,0.33894753,0.18233235,0.52127993,3
35180430,34,1083.4,0.37259036,0.19047651,0.56306684,3
35180431,31.4,1002.8,0.24763136,0.11912668,0.36675802,3
35180432,32.299999,1139.3,0.2908864,0.23996107,0.53084749,3
35180433,28.799999,972.79999,0.12267235,0.092569664,0.21524201,3
35180434,28.200001,923.70001,0.093835659,0.049104691,0.14294034,3
35180435,29.1,944.5,0.1370907,0.067517549,0.20460825,3
35180436,24.299999,808.29999,-0.093602844,-0.053051278,-0.14665413,2
35180437,24.700001,817.20001,-0.074378386,-0.045172699,-0.11955108,2
35180438,25.299999,879.20001,-0.045541693,0.009711791,-0.035829902,3
35180439,25.299999,970.5,-0.045541693,0.090533629,0.044991933,3
35180440,23.700001,902,-0.12243954,0.029895119,-0.092544422,3
35180441,26.6,1326.6,0.016937809,0.40576532,0.42270315,3
35180442,18.6,1100.5,-0.36755142,0.205614,-0.16193743,3
35180445,27.200001,1401.3,0.045774501,0.4718923,0.51766682,3
35180446,24.700001,1323.4,-0.074378386,0.40293258,0.32855421,3
35180447,25.299999,1176.3,-0.045541693,0.2727147,0.22717303,3
35180448,19.200001,1083.5,-0.33871475,0.19056503,-0.1481497,3
35180449,16,1221.1,-0.49251044,0.31237319,-0.18013725,3
35180450,14.4,781.90002,-0.5694083,-0.076421447,-0.64582974,2
35180451,13.8,704.40002,-0.59824497,-0.14502706,-0.74327201,2
35180452,11.9,554.40002,-0.68956119,-0.27781209,-0.96737325,2
35180453,16.700001,658.70001,-0.45886761,-0.18548223,-0.64434987,2
35180454,18.299999,868,-0.38196978,-0.000202826,-0.38217261,3
35180455,29.1,610.79999,0.1370907,-0.22788493,-0.090794235,2
35180456,28.5,744.70001,0.108254,-0.10935214,-0.001098137,2
35180457,32.700001,683.70001,0.31011084,-0.16335139,0.14675947,2
35180458,32.700001,799.59998,0.31011084,-0.060752809,0.24935804,2
35180459,33,760.20001,0.3245292,-0.095631018,0.22889818,2
35180460,30.1,813.90002,0.18515185,-0.048093967,0.13705789,2
35180461,27.9,689.29999,0.079417311,-0.15839408,-0.078976773,2
35180462,25.9,710,-0.016704999,-0.14006975,-0.15677474,2
35180463,25.9,765,-0.016704999,-0.091381893,-0.10808689,2
35180464,25,765.09998,-0.059960037,-0.091293372,-0.15125342,2
35180465,29.799999,654.40002,0.1707335,-0.18928874,-0.018555237,2
35180466,27.5,657.29999,0.060192849,-0.18672156,-0.12652871,2
35180467,30.1,629.79999,0.18515185,-0.21106549,-0.025913639,2
35180468,31.700001,628.29999,0.2620497,-0.21239334,0.049656358,2
35180469,29.799999,551.79999,0.1707335,-0.28011373,-0.10938022,2
35180472,35.599998,736.70001,0.44948819,-0.11643401,0.33305418,2
35180473,32,710.09998,0.27646804,-0.13998123,0.13648681,2
35180474,28.200001,718.40002,0.093835659,-0.13263379,-0.038798127,2
35180475,27.200001,752.59998,0.045774501,-0.1023588,-0.056584291,2
35180476,23.700001,823.90002,-0.12243954,-0.039241631,-0.16168118,2
35180477,28.799999,860,0.12267235,-0.007284696,0.11538766,3
35180478,30.1,965.59998,0.18515185,0.086195983,0.27134782,3
35180479,33,1066.6,0.3245292,0.17560458,0.50013375,3
35180480,34.900002,1068.6,0.41584539,0.17737505,0.59322041,3
35180481,26.6,937,0.016937809,0.060878299,0.077816106,3
35180482,32,956.09998,0.27646804,0.077786259,0.35425431,3
35180483,29.1,925.40002,0.1370907,0.050609589,0.18770029,3
35180484,28.200001,954.09998,0.093835659,0.076015793,0.16985145,3
35180485,29.1,992.79999,0.1370907,0.11027434,0.24736503,3
35180486,25.6,966.59998,-0.031123346,0.087081216,0.055957869,3
35180487,28.799999,1028.9,0.12267235,0.14223127,0.26490363,3
35180488,34.900002,1126.5,0.41584539,0.22863008,0.64447546,3
35180489,33.299999,1050.2,0.33894753,0.16108675,0.50003427,3
35180490,34,1001.8,0.37259036,0.11824144,0.49083179,3
35180491,35.900002,1068.9,0.46390656,0.17764062,0.64154714,3
35180492,36.5,1166.5,0.49274325,0.26403943,0.75678265,3
35180493,28.5,886.70001,0.108254,0.016351044,0.12460504,3
35180494,18.6,670.29999,-0.36755142,-0.17521353,-0.54276496,2
35180495,19.200001,688,-0.33871475,-0.15954489,-0.49825963,2
35180496,15.7,546.5,-0.5069288,-0.28480545,-0.79173422,2
35180497,20.200001,610.09998,-0.29065359,-0.2285046,-0.51915818,2
35180498,15.7,516.59998,-0.5069288,-0.31127393,-0.81820273,2
35180499,14.1,439.70001,-0.5838266,-0.3793484,-0.96317506,2
35180500,16.700001,492.20001,-0.45886761,-0.33287364,-0.79174125,2
35180501,19.5,570.79999,-0.32429639,-0.26329428,-0.58759063,2
35180502,25,693.20001,-0.059960037,-0.15494168,-0.21490172,2
35180503,25.299999,703.5,-0.045541693,-0.14582376,-0.19136545,2
35180504,21.1,569.09998,-0.24739854,-0.26479918,-0.51219773,2
35180505,20.5,647.09998,-0.27623522,-0.19575095,-0.47198617,2
35180506,8.3000002,332.60001,-0.86258131,-0.47415695,-1.3367382,2
35180507,11.5,409.5,-0.70878565,-0.40608248,-1.114868,2
35180508,16.299999,472.39999,-0.47809207,-0.35040128,-0.82849336,2
35180510,21.799999,819.09998,-0.21375573,-0.043490753,-0.25724649,2
35180511,12.8,521.40002,-0.6463061,-0.30702481,-0.95333093,2
35180512,11.2,395.60001,-0.72320396,-0.4183872,-1.1415912,2
35180513,20.5,663.40002,-0.27623522,-0.18132164,-0.45755687,2
35180514,26.9,859.5,0.031356156,-0.007727312,0.023628842,3
35180515,27.200001,768.09998,0.045774501,-0.088637672,-0.042863168,2
35180516,9,298.79999,-0.82893848,-0.50407785,-1.3330164,1
35180517,20.799999,560.5,-0.26181689,-0.27241218,-0.5342291,2
35180518,29.1,837,0.1370907,-0.02764507,0.10944562,3
35180519,29.799999,909.90002,0.1707335,0.036888465,0.20762196,3
35180520,9.3000002,271.79999,-0.81452018,-0.52797914,-1.3424993,1
35180525,42.599998,987.5,0.78591627,0.10558259,0.89149886,3
35180533,3.2,37.700001,-1.1076932,-0.73521233,-1.8429055,1
35180534,0.30000001,7.1999998,-1.2470706,-0.76221198,-2.0092826,1
35180538,12.5,354.20001,-0.66072446,-0.4550359,-1.1157603,2
35180539,13.1,337.39999,-0.63188779,-0.46990782,-1.1017956,2
35180540,12.8,363.39999,-0.6463061,-0.44689175,-1.0931978,2
35180541,18.9,436.70001,-0.35313308,-0.38200411,-0.73513716,2
35180544,27.200001,584.09998,0.045774501,-0.25152066,-0.20574616,2
35180545,4.8000002,20.299999,-1.0307953,-0.75061542,-1.7814108,1
35180546,28.200001,600.59998,0.093835659,-0.23691431,-0.14307866,2
35180547,28.799999,562.29999,0.12267235,-0.27081877,-0.14814641,2
35180548,11.2,324,-0.72320396,-0.48176995,-1.2049739,2
35180549,21.1,622.90002,-0.24739854,-0.21717361,-0.46457213,2
35180550,25,696.29999,-0.059960037,-0.15219745,-0.21215749,2
35180551,34,820,0.37259036,-0.042694043,0.3298963,2
35180553,44.799999,1102.5,0.8916508,0.20738447,1.0990353,3
35180554,45.799999,1110.7,0.93971199,0.21464339,1.1543554,3
35180555,44.5,1099.9,0.87723249,0.20508286,1.0823153,3
35180556,33.599998,841.40002,0.3533659,-0.023750043,0.32961586,3
35180557,31.1,869.09998,0.23321301,0.000770931,0.23398393,3
35180558,32,874.70001,0.27646804,0.005728239,0.28219628,3
35180559,38.099998,1013.6,0.56964111,0.1286872,0.69832826,3
35180560,37.799999,1012.1,0.55522275,0.12735935,0.68258208,3
35180562,22.4,700.70001,-0.18491904,-0.14830242,-0.33322147,2
35180563,14.4,511.10001,-0.5694083,-0.31614274,-0.88555098,2
35180564,17.9,538.59998,-0.40119424,-0.2917988,-0.69299304,2
35180565,19.200001,558,-0.33871475,-0.27462527,-0.61334002,2
35180566,31.700001,762.5,0.2620497,-0.093594976,0.16845472,2
35180567,46.400002,1043.1,0.96854866,0.15480159,1.1233503,3
35180568,45.5,1191.4,0.92529362,0.28608173,1.2113754,3
35180569,42.900002,915.79999,0.80033463,0.042111345,0.84244597,3
35180570,36.799999,812.5,0.50716156,-0.049333297,0.45782828,2
35180571,36.5,743,0.49274325,-0.11085704,0.38188621,2
35180572,23.4,681.79999,-0.13685788,-0.16503334,-0.30189124,2
35180573,38.099998,1165.8,0.56964111,0.26341978,0.83306086,3
35180574,34.299999,1139.1,0.3870087,0.23978402,0.62679273,3
35180575,32.400002,1131,0.2956925,0.23261364,0.52830613,3
35180576,31.1,1135.4,0.23321301,0.23650865,0.46972167,3
35180581,40,1271.2,0.66095728,0.3567234,1.0176806,3
35180582,44.200001,1222.9,0.86281413,0.3139666,1.1767807,3
35180583,25.9,741.70001,-0.016704999,-0.11200784,-0.12871283,2
35180584,37.5,1020.6,0.54080439,0.13488384,0.67568821,3
35180585,21.799999,873.90002,-0.21375573,0.005020053,-0.20873567,3
35180586,19.200001,310.39999,-0.33871475,-0.49380913,-0.83252388,2
35180587,33,954,0.3245292,0.075927272,0.40045646,3
35180588,28.5,1001.1,0.108254,0.11762178,0.22587578,3
35180589,25.9,846,-0.016704999,-0.019677967,-0.036382966,3
35180590,30.700001,1055.4,0.21398854,0.16568996,0.37967852,3
35180591,5.8000002,227.8,-0.9827342,-0.5669294,-1.5496637,1
35180592,15.7,278.29999,-0.5069288,-0.52222514,-1.0291539,1
35180593,28.200001,492.89999,0.093835659,-0.33225399,-0.23841833,2
35180594,37.200001,1055.4,0.52638602,0.16568996,0.69207603,3
35180595,36.200001,1061.9,0.47832489,0.17144398,0.64976889,3
35180596,32.700001,953,0.31011084,0.075042039,0.38515288,3
35180597,39.400002,1145,0.63212061,0.2450069,0.87712747,3
35180598,35.900002,1112,0.46390656,0.21579419,0.67970073,3
35180599,35.900002,1096.5,0.46390656,0.20207307,0.66597962,3
35180600,38.799999,1080.1,0.60328388,0.18755524,0.79083914,3
35180601,38.799999,1095.2,0.60328388,0.20092227,0.80420613,3
35180602,38.799999,1095.5,0.60328388,0.20118783,0.80447173,3
35180603,39.400002,1127.5,0.63212061,0.22951531,0.86163592,3
35180604,36.799999,1074.8,0.50716156,0.1828635,0.69002509,3
35180605,28.200001,907.29999,0.093835659,0.034586858,0.12842251,3
35180606,31.4,952,0.24763136,0.074156806,0.32178816,3
35180607,1.3,53.299999,-1.1990094,-0.7214027,-1.9204121,1
35180608,15.4,339.39999,-0.52134711,-0.46813735,-0.98948449,2
35180609,25.299999,682.5,-0.045541693,-0.16441368,-0.20995536,2
35180611,25.299999,667.20001,-0.045541693,-0.17795774,-0.22349945,2
35180613,6.4000001,139.8,-0.95389754,-0.64482999,-1.5987275,1
35180614,23.1,631.5,-0.15127623,-0.20956059,-0.36083683,2
35180615,27.5,750.40002,0.060192849,-0.10430631,-0.044113457,2
35180616,28.799999,846.20001,0.12267235,-0.019500921,0.10317143,3
35180617,31.1,922.90002,0.23321301,0.048396502,0.28160951,3
35180618,26.9,1068,0.031356156,0.17684391,0.20820007,3
35180619,30.1,973,0.18515185,0.092746712,0.27789855,3
35180620,25.299999,982,-0.045541693,0.10071381,0.055172119,3
35180621,30.4,1032.1,0.19957019,0.14506403,0.34463421,3
35180622,27.200001,721.5,0.045774501,-0.12988956,-0.084115058,2
35180623,28.799999,852,0.12267235,-0.014366565,0.10830578,3
35180624,22.4,601.5,-0.18491904,-0.2361176,-0.42103663,2
35180625,10.6,307.39999,-0.75204068,-0.49646482,-1.2485055,2
35180626,13.8,356.10001,-0.59824497,-0.45335394,-1.0515989,2
35180627,1.3,66.800003,-1.1990094,-0.70945203,-1.9084615,1
35180628,25.9,582.09998,-0.016704999,-0.25329113,-0.26999614,2
35180629,30.799999,743.29999,0.21879466,-0.11059146,0.1082032,2
35180630,30.4,600.5,0.19957019,-0.23700283,-0.037432641,2
35180631,21.799999,476.20001,-0.21375573,-0.34703737,-0.5607931,2
35180632,31.4,729.70001,0.24763136,-0.12263064,0.1250007,2
35180633,26.9,826,0.031356156,-0.03738264,-0.006026486,2
35180634,33,984.20001,0.3245292,0.10266133,0.42719051,3
35180635,40.700001,1095,0.69460011,0.20074522,0.89534533,3
35180636,39.099998,933.79999,0.61770225,0.058045551,0.67574781,3
35180637,50.299999,1291.8,1.1559871,0.3749592,1.5309464,3
35180638,55.099998,1346.8,1.3866807,0.42364705,1.8103278,3
35180639,51.900002,1297.7,1.232885,0.38018209,1.6130672,3
35180640,45.5,1224.7,0.92529362,0.31556001,1.2408537,3
35180641,38.799999,1096.5,0.60328388,0.20207307,0.80535698,3
35180642,34,886.09998,0.37259036,0.015819903,0.38841024,3
35180643,28.799999,759.29999,0.12267235,-0.096427724,0.026244622,2
35180644,24.700001,649,-0.074378386,-0.194069,-0.2684474,2
35180645,14.7,513.29999,-0.55498993,-0.31419522,-0.86918515,2
35180646,26.9,738.29999,0.031356156,-0.11501764,-0.083661482,2
35180647,34,836.20001,0.37259036,-0.028353257,0.34423709,3
35180648,33,814,0.3245292,-0.048005447,0.27652374,2
35180649,32.700001,828.5,0.31011084,-0.035169557,0.2749413,2
35180650,32,776.40002,0.27646804,-0.08129023,0.19517781,2
35180651,25.299999,746.20001,-0.045541693,-0.10802429,-0.15356597,2
35180652,26.9,757,0.031356156,-0.098463766,-0.06710761,2
35180654,24.299999,640.40002,-0.093602844,-0.20168202,-0.29528487,2
35180655,30.799999,830.20001,0.21879466,-0.033664659,0.18513,2
35180656,29.200001,817.79999,0.14189681,-0.044641558,0.097255252,2
35180657,33.299999,861.59998,0.33894753,-0.005868322,0.33307922,3
35180658,28.799999,865.09998,0.12267235,-0.002770004,0.11990234,3
35180659,25.6,799.09998,-0.031123346,-0.061195426,-0.092318773,2
35180660,17.6,531.90002,-0.41561258,-0.29772988,-0.71334243,2
35180661,27.200001,782.20001,0.045774501,-0.076155879,-0.030381374,2
35180662,28.200001,794.20001,0.093835659,-0.065533072,0.028302584,2
35180663,26.9,740.40002,0.031356156,-0.11315864,-0.081802487,2
35180665,24.700001,625.70001,-0.074378386,-0.21469495,-0.28907332,2
35180666,32.400002,745.59998,0.2956925,-0.10855543,0.18713708,2
35180667,28.200001,703.5,0.093835659,-0.14582376,-0.05198811,2
35180668,28.799999,755.90002,0.12267235,-0.09943752,0.023234827,2
35180669,29.5,797.90002,0.15631516,-0.062257707,0.094057448,2
35180670,25.9,619.29999,-0.016704999,-0.22036044,-0.23706543,2
35180671,23.4,545.40002,-0.13685788,-0.28577921,-0.4226371,2
35180672,17.299999,423.79999,-0.43003094,-0.39342362,-0.82345456,2
35180676,3.8,74.300003,-1.0788565,-0.70281279,-1.7816693,1
35180677,20.799999,582.09998,-0.26181689,-0.25329113,-0.51510805,2
35180679,6.0999999,255.2,-0.96831584,-0.54267401,-1.5109899,1
35180680,23.1,655,-0.15127623,-0.1887576,-0.34003383,2
35180681,16,465.5,-0.49251044,-0.35650939,-0.84901983,2
35180682,25,625.40002,-0.059960037,-0.21496052,-0.27492055,2
35180683,9.6000004,332.60001,-0.80010182,-0.47415695,-1.2742587,2
35180684,18.6,498.39999,-0.36755142,-0.32738519,-0.69493663,2
35180685,15.1,343.39999,-0.53576547,-0.46459642,-1.0003619,2
35180686,17.6,502.29999,-0.41561258,-0.3239328,-0.73954535,2
35180687,19.5,510.10001,-0.32429639,-0.31702796,-0.64132434,2
35180688,22.700001,482.39999,-0.1705007,-0.34154892,-0.51204962,2
35180689,28.200001,648.20001,0.093835659,-0.19477719,-0.10094153,2
35180690,25.6,546.40002,-0.031123346,-0.28489399,-0.31601733,2
35180691,0.60000002,47.400002,-1.2326522,-0.72662556,-1.9592777,1
35180692,1.9,55.400002,-1.1701727,-0.7195437,-1.8897164,1
35180693,0.60000002,26.6,-1.2326522,-0.74503845,-1.9776907,1
35180697,13.1,408.29999,-0.63188779,-0.40714476,-1.0390326,2
35180698,20.5,719.79999,-0.27623522,-0.13139446,-0.4076297,2
35180699,8,341.39999,-0.87699968,-0.46636689,-1.3433665,2
35180701,13.8,521.90002,-0.59824497,-0.30658221,-0.90482718,2
35180702,23.4,795.79999,-0.13685788,-0.064116701,-0.20097458,2
35180703,28.5,893.5,0.108254,0.022370633,0.13062464,3
35180704,33.599998,905.29999,0.3533659,0.032816391,0.38618228,3
35180707,38.099998,826.59998,0.56964111,-0.036851499,0.53278959,2
